State,Year,Month,Civilian non-institutional population,Civilian labor force,Employed,Unemployed
Delaware,1976,9,"422,000","266,225","240,675","25,550"
District of Columbia,1976,9,"516,000","331,749","301,823","29,926"
Florida,1976,9,"6,549,000","3,609,567","3,291,006","318,561"
Georgia,1976,9,"3,574,000","2,291,968","2,107,937","184,031"
Hawaii,1976,9,"596,000","410,045","373,983","36,062"
Idaho,1976,9,"594,000","378,402","357,094","21,308"
Illinois,1976,9,"8,200,000","5,161,664","4,819,299","342,365"
Indiana,1976,9,"3,823,000","2,449,803","2,310,374","139,429"
Iowa,1976,9,"2,089,000","1,347,685","1,296,091","51,594"
Kansas,1976,9,"1,653,000","1,078,836","1,034,308","44,528"
Kentucky,1976,9,"2,499,000","1,496,632","1,417,964","78,668"
Louisiana,1976,9,"2,723,000","1,538,809","1,430,467","108,342"
Maine,1976,9,"777,000","477,675","436,709","40,966"
Maryland,1976,9,"2,988,000","1,924,391","1,795,002","129,389"
Massachusetts,1976,9,"4,220,000","2,726,270","2,478,825","247,445"
Michigan,1976,9,"6,470,000","4,019,823","3,658,709","361,114"
Minnesota,1976,9,"2,823,000","1,867,208","1,759,571","107,637"
Mississippi,1976,9,"1,665,000","976,927","913,422","63,505"
Missouri,1976,9,"3,497,000","2,150,007","2,011,687","138,320"
Montana,1976,9,"539,000","332,042","312,065","19,977"
Nebraska,1976,9,"1,104,000","722,566","699,705","22,861"
Nevada,1976,9,"469,000","333,660","304,702","28,958"
New Hampshire,1976,9,"606,000","402,257","376,996","25,261"
New Jersey,1976,9,"5,394,000","3,327,480","2,978,004","349,476"
New Mexico,1976,9,"815,000","487,267","444,136","43,131"
New York,1976,9,"13,233,000","7,702,135","6,912,814","789,321"
New York city,1976,9,"5,672,000","3,096,874","2,752,637","344,237"
North Carolina,1976,9,"3,955,000","2,621,444","2,461,795","159,649"
North Dakota,1976,9,"448,000","281,118","270,024","11,094"
Ohio,1976,9,"7,745,000","4,749,246","4,393,809","355,437"
Oklahoma,1976,9,"2,030,000","1,191,335","1,125,548","65,787"
Oregon,1976,9,"1,751,000","1,102,269","1,001,249","101,020"
Pennsylvania,1976,9,"8,822,000","5,137,094","4,739,425","397,669"
Rhode Island,1976,9,"698,000","438,160","401,912","36,248"
South Carolina,1976,9,"2,018,000","1,298,645","1,208,467","90,178"
South Dakota,1976,9,"482,000","310,607","300,260","10,347"
Tennessee,1976,9,"3,129,000","1,886,495","1,770,818","115,677"
Texas,1976,9,"9,021,000","5,770,305","5,443,387","326,918"
Utah,1976,9,"842,000","533,344","504,388","28,956"
Vermont,1976,9,"345,000","218,206","200,706","17,500"
Virginia,1976,9,"3,598,000","2,348,914","2,211,644","137,270"
Washington,1976,9,"2,650,000","1,646,384","1,497,953","148,431"
West Virginia,1976,9,"1,374,000","691,711","645,060","46,651"
Wisconsin,1976,9,"3,276,000","2,156,519","2,040,019","116,500"
Wyoming,1976,9,"278,000","182,760","175,766","6,994"
Alabama,1976,10,"2,650,000","1,512,273","1,406,391","105,882"
Alaska,1976,10,"244,000","167,786","154,152","13,634"
Arizona,1976,10,"1,671,000","1,001,958","908,289","93,669"
Arkansas,1976,10,"1,555,000","901,736","842,429","59,307"
California,1976,10,"15,954,000","10,021,070","9,087,546","933,524"
Los Angeles County,1976,10,"5,346,000","3,413,203","3,104,514","308,689"
Colorado,1976,10,"1,876,000","1,254,476","1,176,908","77,568"
Connecticut,1976,10,"2,267,000","1,466,512","1,338,099","128,413"
Delaware,1976,10,"423,000","266,885","240,999","25,886"
District of Columbia,1976,10,"516,000","330,917","300,722","30,195"
Florida,1976,10,"6,567,000","3,610,341","3,289,260","321,081"
Georgia,1976,10,"3,582,000","2,299,129","2,112,216","186,913"
Hawaii,1976,10,"597,000","410,397","374,963","35,434"
Idaho,1976,10,"595,000","380,331","358,882","21,449"
Illinois,1976,10,"8,209,000","5,162,302","4,822,883","339,419"
Indiana,1976,10,"3,828,000","2,451,113","2,309,792","141,321"
Iowa,1976,10,"2,091,000","1,351,904","1,299,667","52,237"
Kansas,1976,10,"1,655,000","1,081,610","1,036,798","44,812"
Kentucky,1976,10,"2,503,000","1,498,091","1,420,505","77,586"
Louisiana,1976,10,"2,729,000","1,539,587","1,431,362","108,225"
Maine,1976,10,"778,000","478,254","436,721","41,533"
Maryland,1976,10,"2,993,000","1,928,737","1,798,409","130,328"
Massachusetts,1976,10,"4,224,000","2,727,715","2,483,762","243,953"
Michigan,1976,10,"6,477,000","4,025,048","3,664,565","360,483"
Minnesota,1976,10,"2,827,000","1,873,748","1,764,368","109,380"
Mississippi,1976,10,"1,667,000","978,191","913,363","64,828"
Missouri,1976,10,"3,501,000","2,155,677","2,014,721","140,956"
Montana,1976,10,"540,000","334,208","314,062","20,146"
Nebraska,1976,10,"1,105,000","724,723","701,674","23,049"
Nevada,1976,10,"471,000","334,967","305,782","29,185"
New Hampshire,1976,10,"608,000","403,897","378,609","25,288"
New Jersey,1976,10,"5,398,000","3,333,000","2,980,622","352,378"
New Mexico,1976,10,"818,000","490,190","446,616","43,574"
New York,1976,10,"13,234,000","7,688,549","6,901,865","786,684"
New York city,1976,10,"5,666,000","3,087,989","2,747,113","340,876"
North Carolina,1976,10,"3,963,000","2,621,194","2,458,088","163,106"
North Dakota,1976,10,"449,000","281,650","270,311","11,339"
Ohio,1976,10,"7,752,000","4,756,134","4,398,147","357,987"
Oklahoma,1976,10,"2,034,000","1,193,855","1,128,675","65,180"
Oregon,1976,10,"1,756,000","1,109,712","1,007,315","102,397"
Pennsylvania,1976,10,"8,828,000","5,142,875","4,743,412","399,463"
Rhode Island,1976,10,"699,000","439,074","402,211","36,863"
South Carolina,1976,10,"2,023,000","1,300,986","1,210,147","90,839"
South Dakota,1976,10,"483,000","311,465","300,795","10,670"
Tennessee,1976,10,"3,135,000","1,893,764","1,775,429","118,335"
Texas,1976,10,"9,044,000","5,785,215","5,458,404","326,811"
Utah,1976,10,"845,000","535,313","506,233","29,080"
Vermont,1976,10,"345,000","218,913","201,608","17,305"
Virginia,1976,10,"3,605,000","2,351,902","2,214,527","137,375"
Washington,1976,10,"2,657,000","1,658,773","1,507,876","150,897"
West Virginia,1976,10,"1,376,000","692,129","646,500","45,629"
Wisconsin,1976,10,"3,281,000","2,159,523","2,042,602","116,921"
Wyoming,1976,10,"279,000","183,877","176,869","7,008"
Alabama,1976,11,"2,654,000","1,518,265","1,409,707","108,558"
Alaska,1976,11,"244,000","168,112","154,038","14,074"
Arizona,1976,11,"1,678,000","1,006,303","912,353","93,950"
Arkansas,1976,11,"1,558,000","905,458","845,924","59,534"
California,1976,11,"15,991,000","10,056,309","9,115,173","941,136"
Los Angeles County,1976,11,"5,351,000","3,416,071","3,106,077","309,994"
Colorado,1976,11,"1,881,000","1,261,663","1,182,382","79,281"
Connecticut,1976,11,"2,270,000","1,466,636","1,341,376","125,260"
Delaware,1976,11,"424,000","267,699","241,581","26,118"
District of Columbia,1976,11,"515,000","330,384","300,006","30,378"
Florida,1976,11,"6,584,000","3,611,946","3,288,007","323,939"
Georgia,1976,11,"3,590,000","2,305,572","2,116,165","189,407"
Hawaii,1976,11,"599,000","411,212","376,165","35,047"
Idaho,1976,11,"597,000","382,213","360,540","21,673"
Illinois,1976,11,"8,218,000","5,163,967","4,830,097","333,870"
Indiana,1976,11,"3,833,000","2,450,735","2,307,827","142,908"
Iowa,1976,11,"2,093,000","1,356,197","1,303,223","52,974"
Kansas,1976,11,"1,658,000","1,084,558","1,039,285","45,273"
Kentucky,1976,11,"2,507,000","1,501,132","1,424,211","76,921"
Louisiana,1976,11,"2,734,000","1,540,432","1,432,371","108,061"
Maine,1976,11,"780,000","479,045","436,837","42,208"
Maryland,1976,11,"2,997,000","1,934,119","1,802,323","131,796"
Massachusetts,1976,11,"4,227,000","2,729,521","2,488,634","240,887"
Michigan,1976,11,"6,485,000","4,030,981","3,669,679","361,302"
Minnesota,1976,11,"2,831,000","1,879,929","1,769,422","110,507"
Mississippi,1976,11,"1,670,000","979,334","913,286","66,048"
Missouri,1976,11,"3,505,000","2,159,828","2,017,377","142,451"
Montana,1976,11,"542,000","336,362","316,059","20,303"
Nebraska,1976,11,"1,106,000","727,025","703,839","23,186"
Nevada,1976,11,"474,000","336,500","307,230","29,270"
New Hampshire,1976,11,"610,000","405,574","380,131","25,443"
New Jersey,1976,11,"5,403,000","3,340,512","2,984,304","356,208"
New Mexico,1976,11,"820,000","493,404","449,423","43,981"
New York,1976,11,"13,235,000","7,675,643","6,894,001","781,642"
New York city,1976,11,"5,660,000","3,079,964","2,742,843","337,121"
North Carolina,1976,11,"3,971,000","2,620,587","2,454,684","165,903"
North Dakota,1976,11,"449,000","282,162","270,530","11,632"
Ohio,1976,11,"7,759,000","4,766,906","4,404,513","362,393"
Oklahoma,1976,11,"2,038,000","1,197,127","1,132,416","64,711"
Oregon,1976,11,"1,761,000","1,116,657","1,013,272","103,385"
Pennsylvania,1976,11,"8,835,000","5,151,900","4,746,421","405,479"
Rhode Island,1976,11,"700,000","440,216","402,792","37,424"
South Carolina,1976,11,"2,027,000","1,303,828","1,211,696","92,132"
South Dakota,1976,11,"483,000","312,408","301,469","10,939"
Tennessee,1976,11,"3,142,000","1,899,808","1,778,618","121,190"
Texas,1976,11,"9,067,000","5,802,339","5,473,608","328,731"
Utah,1976,11,"847,000","537,110","507,863","29,247"
Vermont,1976,11,"346,000","219,711","202,505","17,206"
Virginia,1976,11,"3,612,000","2,356,042","2,218,468","137,574"
Washington,1976,11,"2,664,000","1,668,192","1,515,113","153,079"
West Virginia,1976,11,"1,378,000","694,617","648,788","45,829"
Wisconsin,1976,11,"3,286,000","2,162,094","2,044,548","117,546"
Wyoming,1976,11,"280,000","185,035","177,991","7,044"
Alabama,1976,12,"2,659,000","1,525,568","1,413,734","111,834"
Alaska,1976,12,"245,000","168,532","153,983","14,549"
Arizona,1976,12,"1,684,000","1,010,700","916,965","93,735"
Arkansas,1976,12,"1,561,000","909,232","849,277","59,955"
California,1976,12,"16,029,000","10,093,699","9,151,973","941,726"
Los Angeles County,1976,12,"5,356,000","3,419,475","3,110,815","308,660"
Colorado,1976,12,"1,887,000","1,268,361","1,187,185","81,176"
Connecticut,1976,12,"2,272,000","1,467,455","1,345,228","122,227"
Delaware,1976,12,"424,000","268,702","242,498","26,204"
District of Columbia,1976,12,"515,000","330,202","299,736","30,466"
Florida,1976,12,"6,602,000","3,616,376","3,289,929","326,447"
Georgia,1976,12,"3,597,000","2,310,617","2,120,759","189,858"
Hawaii,1976,12,"600,000","412,337","377,575","34,762"
Idaho,1976,12,"599,000","384,086","362,126","21,960"
Illinois,1976,12,"8,226,000","5,169,396","4,842,649","326,747"
Indiana,1976,12,"3,837,000","2,449,848","2,306,491","143,357"
Iowa,1976,12,"2,095,000","1,360,512","1,306,982","53,530"
Kansas,1976,12,"1,660,000","1,087,670","1,042,019","45,651"
Kentucky,1976,12,"2,511,000","1,506,093","1,429,442","76,651"
Louisiana,1976,12,"2,740,000","1,542,754","1,434,769","107,985"
Maine,1976,12,"781,000","479,906","437,133","42,773"
Maryland,1976,12,"3,002,000","1,940,048","1,807,161","132,887"
Massachusetts,1976,12,"4,231,000","2,732,178","2,494,193","237,985"
Michigan,1976,12,"6,493,000","4,037,844","3,676,377","361,467"
Minnesota,1976,12,"2,835,000","1,885,780","1,774,870","110,910"
Mississippi,1976,12,"1,673,000","980,687","913,359","67,328"
Missouri,1976,12,"3,509,000","2,163,567","2,021,522","142,045"
Montana,1976,12,"543,000","338,284","317,850","20,434"
Nebraska,1976,12,"1,107,000","729,311","706,015","23,296"
Nevada,1976,12,"476,000","338,319","309,221","29,098"
New Hampshire,1976,12,"612,000","407,358","381,741","25,617"
New Jersey,1976,12,"5,407,000","3,349,255","2,990,493","358,762"
New Mexico,1976,12,"823,000","496,647","452,508","44,139"
New York,1976,12,"13,237,000","7,669,179","6,893,647","775,532"
New York city,1976,12,"5,654,000","3,073,767","2,740,868","332,899"
North Carolina,1976,12,"3,978,000","2,621,032","2,454,099","166,933"
North Dakota,1976,12,"450,000","282,737","270,773","11,964"
Ohio,1976,12,"7,766,000","4,778,882","4,414,046","364,836"
Oklahoma,1976,12,"2,041,000","1,201,436","1,136,974","64,462"
Oregon,1976,12,"1,766,000","1,122,897","1,019,266","103,631"
Pennsylvania,1976,12,"8,841,000","5,162,158","4,750,182","411,976"
Rhode Island,1976,12,"701,000","441,431","403,615","37,816"
South Carolina,1976,12,"2,032,000","1,307,111","1,213,389","93,722"
South Dakota,1976,12,"484,000","313,261","302,143","11,118"
Tennessee,1976,12,"3,148,000","1,905,599","1,781,712","123,887"
Texas,1976,12,"9,091,000","5,821,892","5,490,841","331,051"
Utah,1976,12,"850,000","538,754","509,397","29,357"
Vermont,1976,12,"347,000","220,626","203,448","17,178"
Virginia,1976,12,"3,620,000","2,361,415","2,223,892","137,523"
Washington,1976,12,"2,671,000","1,674,146","1,519,467","154,679"
West Virginia,1976,12,"1,381,000","698,445","651,700","46,745"
Wisconsin,1976,12,"3,290,000","2,164,612","2,046,702","117,910"
Wyoming,1976,12,"281,000","186,250","179,158","7,092"
Alabama,1977,1,"2,663,000","1,534,383","1,418,860","115,523"
Alaska,1977,1,"245,000","169,181","154,120","15,061"
Arizona,1977,1,"1,690,000","1,015,516","922,428","93,088"
Arkansas,1977,1,"1,565,000","912,948","852,573","60,375"
California,1977,1,"16,066,000","10,135,878","9,199,971","935,907"
Los Angeles County,1977,1,"5,362,000","3,424,738","3,119,839","304,899"
Colorado,1977,1,"1,892,000","1,274,428","1,191,307","83,121"
Connecticut,1977,1,"2,274,000","1,469,625","1,350,365","119,260"
Delaware,1977,1,"425,000","269,870","243,757","26,113"
District of Columbia,1977,1,"515,000","330,333","299,853","30,480"
Florida,1977,1,"6,619,000","3,626,043","3,297,602","328,441"
Georgia,1977,1,"3,605,000","2,314,596","2,126,893","187,703"
Hawaii,1977,1,"601,000","413,616","379,133","34,483"
Idaho,1977,1,"601,000","385,903","363,669","22,234"
Illinois,1977,1,"8,235,000","5,181,856","4,861,433","320,423"
Indiana,1977,1,"3,842,000","2,450,849","2,307,840","143,009"
Iowa,1977,1,"2,098,000","1,364,841","1,311,092","53,749"
Kansas,1977,1,"1,662,000","1,090,992","1,045,175","45,817"
Kentucky,1977,1,"2,516,000","1,512,702","1,436,071","76,631"
Louisiana,1977,1,"2,745,000","1,547,949","1,439,858","108,091"
Maine,1977,1,"782,000","480,715","437,681","43,034"
Maryland,1977,1,"3,006,000","1,946,311","1,813,119","133,192"
Massachusetts,1977,1,"4,234,000","2,736,372","2,501,143","235,229"
Michigan,1977,1,"6,501,000","4,046,562","3,686,679","359,883"
Minnesota,1977,1,"2,839,000","1,891,668","1,780,883","110,785"
Mississippi,1977,1,"1,676,000","982,645","913,814","68,831"
Missouri,1977,1,"3,513,000","2,169,076","2,028,693","140,383"
Montana,1977,1,"544,000","340,045","319,466","20,579"
Nebraska,1977,1,"1,108,000","731,511","708,070","23,441"
Nevada,1977,1,"478,000","340,412","311,743","28,669"
New Hampshire,1977,1,"614,000","409,306","383,572","25,734"
New Jersey,1977,1,"5,411,000","3,358,839","3,000,405","358,434"
New Mexico,1977,1,"825,000","499,717","455,837","43,880"
New York,1977,1,"13,238,000","7,673,859","6,903,917","769,942"
New York city,1977,1,"5,649,000","3,069,810","2,741,475","328,335"
North Carolina,1977,1,"3,986,000","2,624,989","2,458,498","166,491"
North Dakota,1977,1,"450,000","283,410","271,131","12,279"
Ohio,1977,1,"7,773,000","4,790,642","4,427,206","363,436"
Oklahoma,1977,1,"2,045,000","1,207,089","1,142,411","64,678"
Oregon,1977,1,"1,772,000","1,128,671","1,025,657","103,014"
Pennsylvania,1977,1,"8,847,000","5,172,352","4,756,572","415,780"
Rhode Island,1977,1,"701,000","442,452","404,540","37,912"
South Carolina,1977,1,"2,036,000","1,310,962","1,215,633","95,329"
South Dakota,1977,1,"484,000","313,955","302,761","11,194"
Tennessee,1977,1,"3,154,000","1,912,142","1,786,066","126,076"
Texas,1977,1,"9,114,000","5,843,715","5,511,563","332,152"
Utah,1977,1,"852,000","540,348","510,947","29,401"
Vermont,1977,1,"348,000","221,659","204,503","17,156"
Virginia,1977,1,"3,627,000","2,368,365","2,231,138","137,227"
Washington,1977,1,"2,678,000","1,677,365","1,521,761","155,604"
West Virginia,1977,1,"1,383,000","702,587","654,711","47,876"
Wisconsin,1977,1,"3,295,000","2,167,953","2,050,089","117,864"
Wyoming,1977,1,"282,000","187,531","180,397","7,134"
Alabama,1977,2,"2,668,000","1,544,075","1,425,097","118,978"
Alaska,1977,2,"246,000","170,041","154,450","15,591"
Arizona,1977,2,"1,697,000","1,020,831","928,840","91,991"
Arkansas,1977,2,"1,568,000","916,485","855,865","60,620"
California,1977,2,"16,104,000","10,181,728","9,257,211","924,517"
Los Angeles County,1977,2,"5,367,000","3,431,776","3,132,652","299,124"
Colorado,1977,2,"1,898,000","1,279,809","1,195,055","84,754"
Connecticut,1977,2,"2,276,000","1,472,815","1,356,636","116,179"
Delaware,1977,2,"426,000","271,090","245,257","25,833"
District of Columbia,1977,2,"514,000","330,583","300,117","30,466"
Florida,1977,2,"6,637,000","3,640,399","3,311,630","328,769"
Georgia,1977,2,"3,613,000","2,317,645","2,134,643","183,002"
Hawaii,1977,2,"603,000","414,902","380,730","34,172"
Idaho,1977,2,"603,000","387,656","365,219","22,437"
Illinois,1977,2,"8,244,000","5,201,026","4,884,765","316,261"
Indiana,1977,2,"3,847,000","2,455,042","2,312,544","142,498"
Iowa,1977,2,"2,100,000","1,368,874","1,315,260","53,614"
Kansas,1977,2,"1,664,000","1,094,388","1,048,656","45,732"
Kentucky,1977,2,"2,520,000","1,519,806","1,443,414","76,392"
Louisiana,1977,2,"2,751,000","1,556,163","1,447,930","108,233"
Maine,1977,2,"784,000","481,378","438,409","42,969"
Maryland,1977,2,"3,011,000","1,952,130","1,819,863","132,267"
Massachusetts,1977,2,"4,238,000","2,741,918","2,509,691","232,227"
Michigan,1977,2,"6,508,000","4,056,627","3,700,838","355,789"
Minnesota,1977,2,"2,844,000","1,897,597","1,787,467","110,130"
Mississippi,1977,2,"1,678,000","985,112","914,769","70,343"
Missouri,1977,2,"3,517,000","2,177,301","2,038,976","138,325"
Montana,1977,2,"545,000","341,605","320,845","20,760"
Nebraska,1977,2,"1,110,000","733,589","709,927","23,662"
Nevada,1977,2,"481,000","342,653","314,641","28,012"
New Hampshire,1977,2,"617,000","411,302","385,621","25,681"
New Jersey,1977,2,"5,416,000","3,368,520","3,013,869","354,651"
New Mexico,1977,2,"828,000","502,636","459,365","43,271"
New York,1977,2,"13,239,000","7,685,946","6,923,761","762,185"
New York city,1977,2,"5,643,000","3,066,271","2,743,460","322,811"
North Carolina,1977,2,"3,994,000","2,633,368","2,468,219","165,149"
North Dakota,1977,2,"451,000","284,158","271,612","12,546"
Ohio,1977,2,"7,781,000","4,800,915","4,443,426","357,489"
Oklahoma,1977,2,"2,049,000","1,213,608","1,148,434","65,174"
Oregon,1977,2,"1,777,000","1,134,110","1,032,891","101,219"
Pennsylvania,1977,2,"8,853,000","5,181,538","4,766,059","415,479"
Rhode Island,1977,2,"702,000","443,229","405,469","37,760"
South Carolina,1977,2,"2,041,000","1,315,111","1,218,664","96,447"
South Dakota,1977,2,"485,000","314,611","303,420","11,191"
Tennessee,1977,2,"3,161,000","1,919,175","1,791,995","127,180"
Texas,1977,2,"9,137,000","5,865,786","5,535,189","330,597"
Utah,1977,2,"855,000","541,806","512,411","29,395"
Vermont,1977,2,"348,000","222,749","205,682","17,067"
Virginia,1977,2,"3,634,000","2,376,572","2,239,812","136,760"
Washington,1977,2,"2,685,000","1,678,881","1,523,269","155,612"
West Virginia,1977,2,"1,385,000","706,061","657,281","48,780"
Wisconsin,1977,2,"3,300,000","2,172,078","2,054,967","117,111"
Wyoming,1977,2,"284,000","188,846","181,712","7,134"
Alabama,1977,3,"2,673,000","1,553,665","1,432,080","121,585"
Alaska,1977,3,"246,000","170,926","154,815","16,111"
